index,route_type,length_1,heat_value_1,length_2,heat_value_2,length_3,heat_value_3,length_4,heat_value_4,length_5,heat_value_5,length_ratio,cost_angle_mean,links,correct,,,,,
67,0,0,0,0.436434,0.9389998,0.0634787,0.3402122,0.4665371,0.0519919,0.0335502,2.1558761,1.6297816,0.1749594,"[3, -1304739850, 1304739755, 1304739754, 127285343, 127285346, 1212579007, 1212579006, 127289441, 1212675337, 1212675394, 1212675393, 1212675170, 1212675169, 1195335909, 1195335908, 1195335926, 1212576675, 1212576674, 1212576452, 1212576644, 1212576643, 1195335903, 811170230, 1195335924, 1195335923, 1212597107, 1212597106, 1212597003, 1212597002, 1195335897, 704218600, 1212687859, 1304745391, 1304745390, 1212308079, 1212205121, 1212304832, 1212304831, 1212205119, -1212205112, -1212205113, -1212311320, -1212311415, -1212311416, -1212309455, -1212309456, -852012424, -1212308391, -1212308392, 1212308249, 852012426, 852012425, 19960450, 127314237, 1276797596, 1276797595, 1182009295, 1182009294, 1182008687, 1182008686, 852012430, 852012429, 19961068, 19961087, 851996881, -851996880, 19961093, 851996883, 1212432446, 1212432445, 1212663004, 1212663003, 1212662436, 1212663145, 1212663144, 1212432399, 1212432398, 27684548, 27684547, 19962001, 19962063, 19962384, 19962535, 19962671, 1214216885, 1214216884, 1214216776, 1214216775, 851998455, 851998454, 1182008716, 1182008715, 19963164, 19963194, 19963240, 19963416, 27684557, 27684556, 854830784, 854830783, 19963776, 19963924, 19963999, 19964126, 19964249, 19964363, 1308863629, 1308863690, 1308863689, 1308863613, 1308863632, 1308863631, 1308863623, 1308863634, 1308863640, 1308863639, 1308863642, 1308863641, 1213175304, 1276786430, 1303935662, 1303935661, 1234447857, 1234447856, 1213173514, 1213173513, 1234538431, 1234538430, 1182133992, 1213174298, 1276786432, 1276786431, 27684656, -1182009298, -1182009299, -1303926417, -1303926418, -1239664460, -851790241, -1303924154, -1303924155, -1303924140, -1303924141, -1303924139, 1303924138, -1050650766, -1212123606, -1212123607, -1050650774, -773097421, -773097420, -1211836574, -1211836575, -1050650772, -1050650769, -1050650770, -123202158, -767459217, -773097006, -773097007, 1051567616, 1051567618, 1259922235, 1259922234, 123202163, 1157730122, 1211836484, 1259922011, 1259922010, 826956702, 1157798731, 1157798730, 1157730120, 1157730119, 1157798778, 1157798777, 1157798776, 1157798775, 1157730116, 1157798774, 1157798773, 708414903, 1157798729, 1157798728, 19968169, 108254292, 815503777, 815503776, 1157646119, 1157646118, 1157646117, 1157646116, 127276215, 781871963, 781871962, 1157640741, 1157640740, 1157640737, 1157640736, 1157640735, 1157640739, 1157640738, 1157640734, 781871960, 127282802, 1157798646, 1157798645, 127282800, -127282807, -1157640251, -1157644985, -1276765335, -1276765336, -127278549, -1291699148, -1157640238, -1157640236, -1259921832, -1259921833, -127282813, -127282814]",0,,,,,
67,1,0,0,0.4512368,0.8849987,0.2107135,1.2802778,0.3085244,0.6597441,0.0295253,2.1161137,1.8097444,0.1042657,"[3, -1304739850, 1304739755, 1304739754, 127285343, 127285346, 1212579007, 1212579006, 1212579048, 1212579047, 127289482, 127318440, 127318439, 1212432793, 1212432792, -127289488, -127289492, -1304740224, -1304740225, -1212667176, -1212432838, -1304740241, -1304740242, -1304740226, -1304740227, -1182008713, -1212432576, -1212665113, -1212665114, -1212663156, -127289501, -127289499, -1212432662, -1212432663, 811170223, -1276797400, -1276797401, -1276797398, -1276797399, -1182116625, -1182116626, -127289223, -127309277, -127309278, -1212432671, -1212432672, -127289529, -1212432730, -1212432731, 127289537, 1212667286, 1212667285, 1212432692, 127289544, 1212432771, 1212432770, 1212432785, 1212432784, 1212432474, -1212432473, -19956819, -1276797431, -1276797432, -27684515, -127318282, -127318281, 19956798, 19956799, 19956802, 1212589328, 1212589327, 1212432516, 1212432515, -1212432455, 1212432454, 1212683329, 1304740354, 1304740353, -1212662125, 1212432762, 1212432761, 1304740562, -1304740561, 1304740560, -1304740559, 1304740572, 1304740571, 1308854748, 1308854747, 1308854743, 1308854729, -1308854727, 1304741146, 1304741145, -1213903889, 1213903822, 19956857, 1213903869, -1213903868, -1213996185, 1304740567, -1304740566, 1213996418, 1239626588, 1239626587, 1239626578, 1211111551, -1211111550, -1210949494, 1210949493, -1194511872, -1210950006, -1212926275, -1308858703, -1308858704, 1050511836, 1210949609, -1210949608, -1050503851, -1262983767, -1308858720, 1308858719, -1211279968, 1211277849, 1211353785, 1211353784, 1211277834, 1211277833, 1211039950, 1211039948, 1211353294, 1211353293, 1050511845, 1211277830, 1211277851, 1211277850, 1211277855, 1211277854, 1211353989, 1211353988, 1211277852, 767436889, 1210432446, 1210432445, 1210276530, 1210276529, 1210433039, 1210433038, 1210432845, 1210432844, 1050526713, 1210229073, 1210229072, 1050526708, 917423448, 917423447, 1187882026, 1187882028, 1241393851, 1241393850, 767401251, 1211836626, 1211836625, 1211836661, 1211836660, 1211836648, 1211836707, 1211836706, 1211836705, 767401249, 1210276794, 1210354591, 1210354590, 1210276003, 1210276013, 1210276012, 1211835697, 1211835696, 1210275987, 1210276186, 1210276185, 767401256, 1211835705, 1211835704, 1186957178, 1188126918, 1259796633, 1259796632, 1051569299, 1210284421, 1210284420, 979122350, 982912860, 982912859, 982912858, 982912857, 19963933, 19964141, 16889348, 16889347, 1235501267, 1235501266, 1157730123, 1259922148, 1259922147, 1235501269, 1235501268, 1259922304, 1259922303, 16889350, 16889352, 1259922090, 1259922205, 1259922204, 123202161, 1157730122, 1211836484, 1259922011, 1259922010, 826956702, 1157798731, 1157798730, 1157730120, 1157730119, 1157798778, 1157798777, 1157798776, 1157798775, 1157730116, 1157798774, 1157798773, 708414903, 1157798729, 1157798728, 19968169, 108254292, 815503777, 815503776, 1157646119, 1157646118, 1157646117, 1157646116, 127276215, 781871963, 781871962, 1157640741, 1157640740, 1157640737, 1157640736, 1157640735, 1157640739, 1157640738, 1157640734, 781871960, 127282802, 1157798646, 1157798645, 127282800, -127282807, -1157640251, -1157644985, -1276765335, -1276765336, -127278549, -1291699148, -1157640238, -1157640236, -1259921832, -1259921833, -127282813, -127282814]",1,,,,,
68,0,0,0,0.3197616,1.3706533,0.1122291,0.0964059,0.540773,0.2977504,0.0272362,1.979032,1.279963,0.1945282,"[3, -1304739850, 1304739755, 1304739754, 127285343, 127285346, 1212579007, 1212579006, 127289441, 1212675337, 1212675394, 1212675393, 1212675170, 1212675169, 1195335909, 1195335908, 1195335926, 1212576675, 1212576674, 1212576452, 1212576644, 1212576643, 1195335903, 811170230, 1195335924, 1195335923, 1212597107, 1212597106, 1212597003, 1212597002, 1195335897, 704218600, 1212687859, 1304745391, 1304745390, 1212308079, 1212205121, 1212304832, 1212304831, 1212205119, 1212205105, 1212205104, 1212205103, 854830508, 1283201233, 1283201232, 972384326, 1212770888, 1212770887, 1304749479, 1304749478, 1212770988, 1276784067, 1276784066, 1182135771, 1182135770, 1304751016, 1304751015, 1304751698, 1304751697, 1304751663, 1304751619, 1182134341, 1276784061, 1276784060, 1101882687, 1213174746, 1213174745, 1213174214, 1213174129, 1213174366, 1213174365, 1213174276, 1213174928, 1213174927, 1212586705, 1212586704, 1212586699, 1212586698, 1308860415, 1308860414, 1304757107, 1212569809, 1212569762, 127319359, 1212569826, 1212668451, 1212668450, 1212668372, 1212569774, 1212569784, 1212569783, 1276767892, 1276767891, 1212198642, 1212198641, 1304795528, 1304795527, 1304822091, 1304822090, 1212198509, 1304795584, 1304795583, 1212303275, -1212198597, 1212198598, -1276767631, 1276767632, 1212198516, 1212198512, 1212282145, -1212282146, -1212195156, 1212195149, -1212195163, 1212282064, -1212282065, -1210178779, -1304795666, 1304795667, -1210178781, 1210178782, -748842509, -748842510, -38541089, 925558468, 1276767707, 1276767706, 1239823897, 1239823896, 38537620, 38537670, 27697833, 27697832, 1276901931, 1276901930, 38537821, 1182003287, 1212596244, 1212596243, 38537846, -1212596122, -1212596123, 913312087, 1212596296, 1212596295, 1212596160, 1212596159, 913312094, 1212591387, 1212591386, 913312099, 1213173776, 1213173775, 913317055, 913317054, 705035611, 1213173363, 1213173362, 1213174069, 1213174068, 1213173595, 1213173594, 1213173510, 1213173509, 1213173508, 705035618, 1213174086, 1213174227, 1213174226, 38540915, 38540911, 1212572256, 1212572255, 710780785, 710780784, 1157650080, 1212842335, 1212842334, -1246744094, -1246744095, -1212609783, 1212609784, 38538174, 38538176, 1157646198, 1157646197, -851778759, -851778760, -851777630, 108254363, 1157735545, 1157736217, 1157736216, 1157661662, 1157661661, 123206780, 108254326, 1276797474, 1276797473, 1157661659, 38543662, 1276797461, 1276797460, 1157661657, 1276797465, 1276797464, 108255331, 1157661654, 1276797459, 1276885596, 1292032337, 1292032336, 108254338, 27699888, 990776294, 1243807784, 1243807783, 127310087, 1157730299, 1157730298, 974628875, 1157730276, 1157730275, 1243836351, 1243836350]",0,,,,,
68,1,0,0,0.4953148,1.3618844,0.0896559,0.1747351,0.3908587,0.8118525,0.0241707,1.979032,1.4423007,0.0889371,"[3, -1304739850, 1304739755, 1304739754, 127285343, 127285346, 1212579007, 1212579006, 127289441, 1212675337, 1212675394, 1212675393, 1212675170, 1212675169, 1195335909, 1195335908, 1195335926, 1212576675, 1212576674, 1212576452, 1212576644, 1212576643, 1195335903, 811170230, 1195335924, 1195335923, 1212597107, 1212597106, 1212597003, 1212597002, 1195335897, 704218600, 1212687859, 1304745391, 1304745390, 1212308079, 1212205121, 1212304832, 1212304831, 1212205119, 1212205105, 1212205104, 1212205103, 854830508, 1283201233, 1283201232, 972384326, 1212770888, 1212770887, 1304749479, 1304749478, 1212770988, 1276784067, 1276784066, 1182135771, 1182135770, 1304751016, 1304751015, 1304751698, 1304751697, 1304751663, 1304751619, 1182134341, 1276784061, 1276784060, 1101882687, 1213174746, 1213174745, 1213174214, 1213174129, 1213174366, 1213174365, 1213174276, 1213174928, 1213174927, 1212586705, 1212586704, 1212586699, 1212586698, 1308860415, 1308860414, 1304757107, 1212569809, 1212569762, 127319359, 1212569826, 1212668451, 1212668450, 1212668372, 1212569774, 1212569784, 1212569783, 1276767892, 1276767891, 1212198642, 1212198641, 1304795528, 1304795527, 1304822091, 1304822090, 1212198836, 1212303342, 1212303341, 1212198849, 1276767800, 1276767799, 1212928007, 1212928105, 1212928104, 1212927678, 1212927677, 1182134339, 1212755498, 1212755497, 1101679003, 1212927535, 1212927534, 1212755489, 1212852258, 1212852257, 1101679008, 1212912682, 1212912681, 1212926616, 1212926615, 1212926489, 1182134100, 1181874642, 38540838, 1276767705, 1276767704, 1181876573, 1212314017, 1212314016, 38537733, -1212313911, -1212313912, -913306837, -913305258, -913305250, -913305254, -913305255, -1212196678, -1212196782, -1212196783, -913306829, -1182011026, -1182011027, -913305265, -1212196720, -1212196721, -913196248, -913196249, -1213174093, -1213174094, -851723188, -19969014, -27682844, -27682845, -851723182, -1182011694, -1213173682, -1213173683, -1213173684, -1213414096, -1213414097, -1213174492, -1213173592, -1213173593, -1182011028, -1182011029, -851723191, -1213172819, -1213172820, -1213172249, 19968639, 19968662, 19968668, 1304798452, 1304798451, 1308916454, 1308916453, 1308916429, 1308916434, 1308916433, 19968844, 1053208890, 1182138946, 1182138945, 1053208892, 19968962, 851682352, 851682351, 1182011693, 1182011692, 1276787299, 1276787298, 1276787291, 1276787290, 1052464130, 851682353, 19972708, 1131100156, 1131100155, 1304800095, 1304812873, 1304812872, 19969545, 1212665339, 1212665338, 1239675887, 1308931256, 1308931267, 1308931266, 1212666063, 1308922910, 1308922912, 1308922911, 1212279743, 1212279735, 1212279674, 1212279687, 1212279686, 1212194499, 1212278692, 1212278691, 851682350, 851682349, 1212194509, -1212194519, -1212194520, -108254303, 1212281382, 1212281381, 38537844, 1276797451, 1276797450, 108254321, 1157569641, 1157569643, 1157569642, 1276797472, 1276797471, 1157569647, 1276797463, 1276797462, 1276797478, 1276797477, 1157665643, 1157665642, 38543669, 1157665641, 1157665640, 1157665639, 1276675795, 1276675794, 1157661662, 1157661661, 123206780, 108254326, 1276797474, 1276797473, 1157661659, 38543662, 1276797461, 1276797460, 1157661657, 1276797465, 1276797464, 108255331, 1157661654, 1276797459, 1276885596, 1292032337, 1292032336, 108254338, 27699888, 990776294, 1243807784, 1243807783, 127310087, 1157730299, 1157730298, 974628875, 1157730276, 1157730275, 1243836351, 1243836350]",1,,,,,
69,0,0,0,0.4669232,1.0773602,0,0,0.4970008,0.2543608,0.036076,3.3457639,1.6635924,0.1772875,"[3, -1304739850, 1304739755, 1304739754, 127285343, 127285346, 1212579007, 1212579006, 1212579048, 1212579047, 127289482, 127318440, 127318439, 1212432793, 1212432792, -127289488, -127289492, -1304740224, -1304740225, -1212667176, -1212432838, -1304740241, -1304740242, -1304740226, -1304740227, -1182008713, -1212432576, -1212665113, -1212665114, -1212663156, -127289501, -127289499, -1212432662, -1212432663, 811170223, -1276797400, -1276797401, -1276797398, -1276797399, -1182116625, -1182116626, -1212581952, -1212581953, -1304739982, -1304739983, -1304739961, -27684494, -27684495, -27684480, -38542628, -38536989, -38536981, -38536976, -851625261, -851625262, -38536961, -38536957, -1308854815, -1308854816, -1308854814, -1182028239, -1182028240, -38536946, -1276799421, -1276799422, -1182005509, -1182005510, -851580090, -38536839, -1277126501, -1277126502, -1212778075, -1304739116, -1308848896, -1308848897, -1212600369, -1212600431, -1212600432, 1150084138, 1158435818, 1276799654, 1276799653, -1158435806, -1158435807, -1158435805, -1276799662, -1276799663, -38543647, -1158435803, -1158435804, -27699900, -108254308, -1276839216, -1276839217, 1276799673, -1276799674, -108254282, -108254284, -1276901046, -1276901047, 1276888562]",0,,,,,
69,1,0,0,0.3858946,1.1457227,0,0,0.5708795,0.4868184,0.0432259,3.4086319,1.4208053,0.1014585,"[3, -1304739850, 1304739755, 1304739754, 127285343, 127285346, 1212579007, 1212579006, 127289441, 1212678341, 1212678340, 127289451, 127289448, 127289449, 1212432499, 1239620761, 1239620763, 1239620762, 127289476, 1212432534, 1212432533, 1308863138, 1308863137, 127289438, -1212574094, 1212574095, 127289467, 1308857338, 1308857337, 1308862600, 1308862599, 127289429, 1212266563, 1212266562, 127289421, 127289420, 127289418, 1304740364, 1304740442, 1304740441, 1212261194, 1212261209, 1212261208, 127289410, 127289405, 1212575080, 1212575079, 1212575078, 851632652, 127289279, 1304744861, 1308856217, 1308856216, 1212220374, 1239622125, 1239622124, 1212220392, -127289393, 1212668573, 1212668572, -990015792, 1218244594, 1218244593, -127289639, -127289382, 1052170639, -1212218111, -1212218112, -1212218097, 1212218098, -127289375, 1218242869, 1218242868, 1304740426, 1304740425, 1304740357, 1304740356, 1212216607, 1212216606, 127289642, 1304745698, 1304745697, 1212318363, 1212318362, 1052172867, 1052172880, 1052172879, -707036806, -1212314133, -1212314134, -1239646990, -1239646992, -1239646993, -1239646995, -1239646996, -1276740694, -1276740695, -1212572336, -1212572337, -1212572309, -1212572317, -1212572318, -1212572385, -1276740618, -1276740619, -1304739576, -1304739577, -1239603554, -1239603555, -851631658, -1304739498, -1304739499, -1212592415, -1212592416, -1212592419, -1212592420, -1212592421, -851672681, -1304738284, -1304738285, -1212432271, -1212192953, -1212192915, -1212192984, -1212432415, -1212432416, -1212193037, -1212193038, -1212432513, -1212432514, -1212374698, -1308849059, -1308849060, -1212374694, -1212374695, -1212209267, -38536544, -1212209281, -1212209282, -777789375, -1158435803, -1158435804, -27699900, -108254308, -1276839216, -1276839217, 1276799673, -1276799674, -108254282, -108254284, -1276901046, -1276901047, 1276888562]",1,,,,,
70,0,0,0,0.5637029,1.1875926,0,0,0.1386112,0.5127539,0.2976859,0.7985381,1.5315124,0.1994506,"[1, 1259192923, 1259192921, 1259192960, -1259192993, -1259192994, -1259192987, -1259192953, -1259192952, -1217381560, 1259193472, 1259193478, 1259193477, 89394778, 967663497, 1259106930, 1259106929, 847763202, 1104631905, 1104631907, 1104631906, 1180511952, 1180511951, 1181194341, 1181194340, 1181870295, 1181870294, 1129313124, 1168008011, 1168008010, 98405204, 1180511596, 1180511595, 22177038, 839139807, 847760830, 1180312842, 1180312841, 1180309806]",1,,,,,
70,1,0,0,0.5637029,1.1875926,0,0,0.1386112,0.5127539,0.2976859,0.7985381,1.5315124,0.1994506,"[1, 1259192923, 1259192921, 1259192960, -1259192993, -1259192994, -1259192987, -1259192953, -1259192952, -1217381560, 1259193472, 1259193478, 1259193477, 89394778, 967663497, 1259106930, 1259106929, 847763202, 1104631905, 1104631907, 1104631906, 1180511952, 1180511951, 1181194341, 1181194340, 1181870295, 1181870294, 1129313124, 1168008011, 1168008010, 98405204, 1180511596, 1180511595, 22177038, 839139807, 847760830, 1180312842, 1180312841, 1180309806]",1,,,,,
71,0,0,0,0.6607683,0.9255302,0.0781447,0.398326,0.1122871,0,0.1487998,0.7985381,1.2826893,0.2286795,"[1, 1259192923, 1259192921, 1259192960, -1259192993, -1259192994, -1259192987, -1259192953, -1259192952, -1217381560, 1259193472, 1259193478, 1259193477, 89394778, 967663497, 1259106930, 1259106929, 847763200, 1104631909, 1104631908, -727565581, -1104631903, -1104631904, -1259106919, -1259106920, -1168243609, -1286501533, -1286501534, -1259203439, -1259203440, -1259203462, -1259203463, -1104136606, -1104136607, -783169582, -1104132833, -1104132834, -1104132835, -1104132836, -868743011, -868743061, -868743062, -1180411467, -1180411468, -1180689942, -1180689943, -1180409429, -967667903, -967667904, -1180705364, -1180705365, -967661307, -1180414716, -1180414717, -1180414714]",1,,,,,
71,1,0,0,0.6607683,0.9255302,0.0781447,0.398326,0.1122871,0,0.1487998,0.7985381,1.2826893,0.2286795,"[1, 1259192923, 1259192921, 1259192960, -1259192993, -1259192994, -1259192987, -1259192953, -1259192952, -1217381560, 1259193472, 1259193478, 1259193477, 89394778, 967663497, 1259106930, 1259106929, 847763200, 1104631909, 1104631908, -727565581, -1104631903, -1104631904, -1259106919, -1259106920, -1168243609, -1286501533, -1286501534, -1259203439, -1259203440, -1259203462, -1259203463, -1104136606, -1104136607, -783169582, -1104132833, -1104132834, -1104132835, -1104132836, -868743011, -868743061, -868743062, -1180411467, -1180411468, -1180689942, -1180689943, -1180409429, -967667903, -967667904, -1180705364, -1180705365, -967661307, -1180414716, -1180414717, -1180414714]",1,,,,,
72,0,0.3859771,0.7986905,0,0,0.2227962,2.081847,0.3403598,0.4785108,0.0508669,0.5234291,1.3840985,0.2049416,"[3, 105024224, 105024266, 105220415, 16980766, -127134909, -127134939, -127134940, -127134920, -127134923, -127134942, -127134914, -127134915, -127134938, -127134934, -1223032854, -1223032855, -1223029032, -1223029033, -104966050, -1150556342, -1150556343, -114469205, -114469206, -104966048, -127132231, -127132232, -1223033118, -1223033119, -109032493, -1223745726, -1223745727, -127134965, -127134963, -1223745450, -1223745451, -706936180, -706936181, -104966037, -114468806, -1223743519, -1223743520, -1223027690, -1223745448, -1223745449, -104966031, -104966030, -104966029, -23009995, -104966028, 1223744012, 1223744011, 105324174, 127137418, 127137417, 711563249, 711563248, 711563246, 711563245, 104967134, -1223027316, -1223027317, -104967135, 1223090605, 1223098381, 1223098380, -104967137, -1047937068, 1223098176, 1223098175, 1223090641, 1047937069, 1047937071, 1047937070, -816325437, -1223105588, -1223105589, 1047937065, -127128510, 104932629, -22977056, -22977057, -109032870, -1230002288, -1230002289, -754158416, -1184824766, -1184824767, -22993435, -1223751243, -1223751244, -109033147, -124535451]",1,,,,,
72,1,0.3859771,0.7986905,0,0,0.2227962,2.081847,0.3403598,0.4785108,0.0508669,0.5234291,1.3840985,0.2049416,"[3, 105024224, 105024266, 105220415, 16980766, -127134909, -127134939, -127134940, -127134920, -127134923, -127134942, -127134914, -127134915, -127134938, -127134934, -1223032854, -1223032855, -1223029032, -1223029033, -104966050, -1150556342, -1150556343, -114469205, -114469206, -104966048, -127132231, -127132232, -1223033118, -1223033119, -109032493, -1223745726, -1223745727, -127134965, -127134963, -1223745450, -1223745451, -706936180, -706936181, -104966037, -114468806, -1223743519, -1223743520, -1223027690, -1223745448, -1223745449, -104966031, -104966030, -104966029, -23009995, -104966028, 1223744012, 1223744011, 105324174, 127137418, 127137417, 711563249, 711563248, 711563246, 711563245, 104967134, -1223027316, -1223027317, -104967135, 1223090605, 1223098381, 1223098380, -104967137, -1047937068, 1223098176, 1223098175, 1223090641, 1047937069, 1047937071, 1047937070, -816325437, -1223105588, -1223105589, 1047937065, -127128510, 104932629, -22977056, -22977057, -109032870, -1230002288, -1230002289, -754158416, -1184824766, -1184824767, -22993435, -1223751243, -1223751244, -109033147, -124535451]",1,,,,,
73,0,0.0156917,1.2147417,0.0103522,2.5754091,0.9059954,1.2790308,0.0591244,0.5011659,0.0088362,0.544281,1.2545034,0.2049416,"[3, 105024224, 105024266, 105220415, 16980766, -127134909, -127134939, -127134940, -127134920, -127134923, -127134942, -127134914, -127134915, -127134938, -127134934, -1223032854, -1223032855, -1223029032, -1223029033, -104966050, -1150556342, -1150556343, -114469205, -114469206, -104966048, -127132231, -127132232, -1223033118, -1223033119, -109032493, -1223745726, -1223745727, -127134965, -127134963, -1223745450, -1223745451, -706936180, -706936181, -104966037, -114468806, -1223743519, -1223743520, -1223027690, -1223745448, -1223745449, -104966031, -104966030, -104966029, -23009995, -104966028, -104965386, -109032275, -109032276, -104965385, -104965380, -104965381, -104965382, -104965379, -1223098378, -1223098379, -104965377, -104965376, -104965375, -109032084, -104965370, -104965372, -104965371, -1223024209, -1223024210, -1223024014, -1223024015, -1150540884, -1150540885, -109032278, 1223028515, -1223028514, -1223028516, -1223028517, -109032305, -1150541699, -1150541700, -1223023900, -1223023901, -1223027730, -1223027731, -1223024136, -1223024137, -127133808, -127133813, -104965362, -104965361, 104965360, 109032035, 127133821, 127133827, 127133830, 127133829, 127133828, 114469275, 114469274, -1223011736, -1223743573, -1223743574, -1223024133, -109030161, -109030227, -127134272, -127134264, 109030243, 109030244, 109030251, 109030250, 109030246, 109030247, 109030248, 127134896, 127134897, 109030408, 109030407, 109030406, 109030404, 1223011383, 1223011382, 127134905, 1223018197, 1223018196, 109030387, 127138070, 127138069, 1223016530, 1223018126, 1223018125, 1223018124, 109030360, 127138439, 127138438, 1223011381, 1223026728, 1223026727, 127138427, 127138428, 1223026726, 1223026725, 109030378, 104965336, 109030305, 1223024078, 1223024077, 1150543477, 1150543481, 1150543483, 1150543482, -104965329, -1150543479, -1150543480, -127138442, -1150543484, -1150543485, 1150543487, 1150543486, 1223026869, 1223026868, 109030293, 104965319, 104965318, -1223026867, 1223026866, 880899352, 104965317, 109030332, 109030333, 109029598, 109029597, 104965313, 127138636, -127138639, 1223028470, 1223028469, 1223028117, -1223028116, 1223284191, 1223284190, 1223028471, -1223028184, 833387848, 833387847, 880897277, 880897276, -1150512901, -1223024113, -1223024114, -1150512919, -1150512920, 104956023, 1171113193, 1171113192, 1163166127, 1254269840, 1254269839, 1163166134, 1201071955, 1201071954, 1163166135, 109036233, 1171112825, 1171112824, 1163166139, 109036235, 1201071471, 1201071470, 1201071337, 1201096550, 1201096549, 1163166133, 1295456468, 1295456467, 1201096415, 1201096414, 1301802946, 1301802945, 1201096396, 1201096394, 1201096375, 1201096779, 1201096778, 1201096744, 1201096747, 1201096746, 127118397, 1201096347, 1201096346, 127118395, 1201072203, 1201072271, -1201072270, -1201072619, -1201096392, -1201096393, -1201096372, -1201096373, -127120578, -1201096474, -1254059762, -1254059763, -1301802989, -1301802990, 1295457051, 1295457050, 1295457077, 1301802993, 1301802992, 1201096807, 127091896, 1201070929, 1201071017, 1201071016, 1201070907, 1201096492, 1201096497, 1201096496, 118221728, 1254053808, 1254053807, 1170998344, 108990563, 1163166142, 1163166141, 127091900, 1295457274, 1295457273, 1295457272, 104956788, 1295456916, 1295456915, 880884130, 880884129, 1171090454, 1171090453, 1295457004, 1295457034, 1295457033, 1295457030, 1295457029, 127091902, 880913116, 1295457007, 1295457006, 1171092206, 1301898252, 1301898251, 1295457036, 1295457035, 1295457309, 1295457314, 1295457313, 1295457145, 1308066188, 1308066187, 1308066193, 1308066192, 1295457147, 1295457142, 1301895445, 1301895444, 1295457190, 1295457104, 1295457103, 1201096419, 1201096351, 1201096391, 1295457476, 1295457475, 1295457462, 1295457461, 127091911, 1295457483, 1301903261, 1302361318, 1295457445, 1301903255, 1301903254, 1295457706, 1295457705, 1295457704, 926768684, 926768683, 1302361337, 1302361336, 1295457655, 1295457654, 1295457769, 1295457771, 1301904431, 1301904430, 1295457772, 104956758, 22995884, 104956757, 127091408, 127091407, 127091405, 127091406, 926714482, 926714481, 1254139843, 1254139842, 1163173787, -1295458325, 1295458324, 880917457, 880917456, 880917455, 880891997, 880891996, 104927919, 104927918, 1225198625, 1225198649, 1225198648, 1225198638, 1225198637, 104927924, 1225199036, 1225199035, 1225199034, 769217049, 769217048, 109023261, 769217050, -1225198357, -1225198358, -1225198330, -1225198331, -104927928, -769217053, -769217054, -769247171, 769217045, 769217057, -769217058, -109023297, -109023298, -104927932, 880908871, 880908870, 1225047846, 1225047845, 104927201, 104927198, 109023284, 1225176894, 1225176893, 127155814, 769217055, 1225177024, 1225177023, 109023281, 104927205, 109023279, 1225214186, 1225214185, 104927207, 769249761, 1198974063, 1198974065, 1225207402, 1225207401, 1198973884, 1198973883, 1198973882, -1198973971, -1198973972, -1198973973, 880922104, 1198973821, 1198973820, 1225197961, 1225197960, 1225197969, 1225197968, 1225226506, 1225226505, 1225197976, 1225197975, 769249763, 769249762, 104927217, 769249757, 1198973819, 1198973818, 104927218, 104927219, -104927220, -104927221, -104927222, -109023292, 769249759, 1225144189, 1225144188, 1225055205, 1225055204, 22999044, 1225054644, 1225054643, 1225054756, 1225054755, 1225144105, 1225144104, 1198974071, 1198974070, 1198973656, 1198973655, 1198973881, 1198973880, 1198973879, 1198973878, 127161183, 104923684, 1198973975, 1198973974, 127161089, 769257698, 769257697, 22990390, 104923688, 1198973826, 1198973825, 104923691, 1225058995, 1225058994, 1225056994, 1198973830, 1225058830, 1225059036, 1225059035, 1198973886, 1198973885, 104923696, 1225057915, 1225057914, 1198985585, 118177127, 1225058063, 1225058062, 1198973642, 1225057475, 1225057474, 1225057394, 1225057481, 1225057480, 1225134435, 1225134434, 109023330, 109023329, 104923774, 1225134458, -1225134676, -1225134702, -1225134703, -1225134630, -1198973628, -1198973629, -1225213685, 1225213684, -1225213486, -1225207373, 127162415, -127162411, -1198973639, 1198973640, -1225207818, 1225207817, -109023342, 109023346, 109023345, 1225213968, 1225213969, -1225213970, -773880058, -124539768, -822377730, -822377731, -124539774, -717457370, -1187224528, -1187224703, -1187224704, 22977476, 22977483, 1172468677, 1172468676]",0,,,,,
